1,2,3,4,5,6,7,8
0.5,0.8333333333333334,0.5,0.7701149425287356,0.7,0.6216216216216216,0.627906976744186,0.5555555555555556
0.7,0.8333333333333334,0.5588235294117647,0.7011494252873564,0.5666666666666667,0.5540540540540541,0.5465116279069767,0.5555555555555556
0.85,0.9166666666666666,0.6176470588235294,0.7816091954022989,0.8333333333333334,0.5945945945945946,0.5232558139534884,0.4444444444444444
0.7,0.5,0.7647058823529411,0.6896551724137931,0.55,0.6081081081081081,0.4418604651162791,0.6111111111111112
0.75,0.6666666666666666,0.29411764705882354,0.6781609195402298,0.5,0.6081081081081081,0.5697674418604651,0.7777777777777778
0.85,0.9166666666666666,0.5294117647058824,0.7471264367816092,0.7333333333333333,0.6351351351351351,0.5465116279069767,0.3333333333333333
0.65,0.8333333333333334,0.6764705882352942,0.7701149425287356,0.5333333333333333,0.6891891891891891,0.4883720930232558,0.6111111111111112
0.55,0.9166666666666666,0.47058823529411764,0.7126436781609196,0.7333333333333333,0.7432432432432432,0.5116279069767442,0.5555555555555556
0.65,0.6666666666666666,0.7647058823529411,0.6781609195402298,0.7166666666666667,0.5945945945945946,0.6976744186046512,0.7777777777777778
0.65,0.6666666666666666,0.6176470588235294,0.5747126436781609,0.8,0.5,0.46511627906976744,0.6666666666666666
0.55,0.6666666666666666,0.7058823529411765,0.7816091954022989,0.6166666666666667,0.7027027027027027,0.7093023255813954,0.6666666666666666
0.7,0.8333333333333334,0.5588235294117647,0.5977011494252874,0.7333333333333333,0.43243243243243246,0.5697674418604651,0.9444444444444444
0.65,0.3333333333333333,0.7352941176470589,0.7816091954022989,0.6666666666666666,0.5405405405405406,0.686046511627907,0.8333333333333334
0.65,0.5833333333333334,0.7058823529411765,0.7011494252873564,0.6166666666666667,0.6216216216216216,0.5348837209302325,0.8333333333333334
0.8,0.6666666666666666,0.6176470588235294,0.8505747126436781,0.8,0.5945945945945946,0.6046511627906976,0.6111111111111112
0.85,0.6666666666666666,0.5588235294117647,0.7011494252873564,0.6333333333333333,0.44594594594594594,0.6744186046511628,0.4444444444444444
0.55,0.8333333333333334,0.4411764705882353,0.7701149425287356,0.8,0.5945945945945946,0.3372093023255814,0.7777777777777778
0.5,0.6666666666666666,0.6176470588235294,0.7126436781609196,0.6833333333333333,0.7027027027027027,0.5697674418604651,0.5
0.65,0.8333333333333334,0.38235294117647056,0.7471264367816092,0.7166666666666667,0.6621621621621622,0.5348837209302325,0.4444444444444444
0.75,0.9166666666666666,0.7941176470588235,0.5517241379310345,0.6166666666666667,0.6081081081081081,0.6046511627906976,0.7777777777777778
0.7,0.3333333333333333,0.5294117647058824,0.7586206896551724,0.7,0.6216216216216216,0.5465116279069767,0.7777777777777778
0.7,0.75,0.4411764705882353,0.6896551724137931,0.6,0.6216216216216216,0.5813953488372093,0.6666666666666666
0.8,0.6666666666666666,0.7352941176470589,0.632183908045977,0.7,0.6621621621621622,0.5697674418604651,0.9444444444444444
0.85,0.9166666666666666,0.6764705882352942,0.8160919540229885,0.5,0.6081081081081081,0.5116279069767442,0.7777777777777778
0.9,0.75,0.6470588235294118,0.6781609195402298,0.6666666666666666,0.6351351351351351,0.38372093023255816,0.4444444444444444
0.65,0.6666666666666666,0.5294117647058824,0.7241379310344828,0.7833333333333333,0.6216216216216216,0.6511627906976745,0.5555555555555556
0.7,0.5833333333333334,0.6764705882352942,0.7701149425287356,0.45,0.6486486486486487,0.47674418604651164,0.6111111111111112
0.85,0.6666666666666666,0.5588235294117647,0.7471264367816092,0.6666666666666666,0.5405405405405406,0.6395348837209303,0.7222222222222222
0.6,0.9166666666666666,0.6764705882352942,0.7471264367816092,0.6166666666666667,0.6486486486486487,0.5813953488372093,0.8333333333333334
0.85,0.5,0.47058823529411764,0.735632183908046,0.55,0.581081081081081,0.47674418604651164,0.5
0.95,0.25,0.7941176470588235,0.7586206896551724,0.6666666666666666,0.40540540540540543,0.6511627906976745,0.8333333333333334
0.7,0.8333333333333334,0.7058823529411765,0.7701149425287356,0.6,0.5675675675675675,0.5348837209302325,0.8333333333333334
0.8,0.5,0.7647058823529411,0.6091954022988506,0.6,0.6891891891891891,0.6511627906976745,0.6666666666666666
0.55,0.6666666666666666,0.6764705882352942,0.5287356321839081,0.75,0.6081081081081081,0.4186046511627907,0.7777777777777778
0.75,0.6666666666666666,0.6176470588235294,0.7816091954022989,0.5666666666666667,0.6081081081081081,0.627906976744186,0.7222222222222222
0.9,0.8333333333333334,0.6176470588235294,0.8160919540229885,0.5166666666666667,0.5,0.47674418604651164,0.7222222222222222
0.95,0.8333333333333334,0.5588235294117647,0.7241379310344828,0.75,0.6486486486486487,0.6046511627906976,0.7777777777777778
0.7,0.75,0.7352941176470589,0.7816091954022989,0.6166666666666667,0.527027027027027,0.6162790697674418,0.6111111111111112
0.85,0.8333333333333334,0.5588235294117647,0.7126436781609196,0.6666666666666666,0.5945945945945946,0.5116279069767442,0.8333333333333334
0.95,0.9166666666666666,0.7058823529411765,0.6436781609195402,0.6666666666666666,0.6891891891891891,0.6162790697674418,0.6111111111111112
0.6,0.5833333333333334,0.6470588235294118,0.7126436781609196,0.75,0.527027027027027,0.45348837209302323,0.8888888888888888
0.75,0.9166666666666666,0.4411764705882353,0.7701149425287356,0.7333333333333333,0.7297297297297297,0.7441860465116279,0.6111111111111112
0.8,0.75,0.7647058823529411,0.8045977011494253,0.5833333333333334,0.6081081081081081,0.5,0.8333333333333334
0.8,0.6666666666666666,0.7058823529411765,0.7471264367816092,0.7166666666666667,0.6486486486486487,0.627906976744186,0.7222222222222222
0.9,0.6666666666666666,0.6470588235294118,0.6551724137931034,0.7,0.4189189189189189,0.5,0.8888888888888888
0.7,0.75,0.5588235294117647,0.7586206896551724,0.5666666666666667,0.7837837837837838,0.6511627906976745,0.5555555555555556
0.85,0.9166666666666666,0.6470588235294118,0.7241379310344828,0.5166666666666667,0.6081081081081081,0.6511627906976745,0.7777777777777778
0.85,0.75,0.6470588235294118,0.7701149425287356,0.6666666666666666,0.581081081081081,0.5813953488372093,0.7777777777777778
0.8,0.9166666666666666,0.35294117647058826,0.7126436781609196,0.5333333333333333,0.6486486486486487,0.6511627906976745,0.6666666666666666
0.7,0.8333333333333334,0.4411764705882353,0.6896551724137931,0.7333333333333333,0.6351351351351351,0.6744186046511628,0.7222222222222222
0.65,0.75,0.7647058823529411,0.7816091954022989,0.6333333333333333,0.7567567567567568,0.5697674418604651,0.8333333333333334
0.45,0.9166666666666666,0.5,0.7011494252873564,0.6666666666666666,0.7027027027027027,0.5930232558139535,0.5
0.7,0.8333333333333334,0.6764705882352942,0.7011494252873564,0.5166666666666667,0.6891891891891891,0.6976744186046512,0.8333333333333334
0.8,0.75,0.6764705882352942,0.7471264367816092,0.7333333333333333,0.4864864864864865,0.5348837209302325,0.3888888888888889
0.9,0.9166666666666666,0.5882352941176471,0.8620689655172413,0.5166666666666667,0.6621621621621622,0.6395348837209303,0.8333333333333334
0.6,0.5833333333333334,0.4411764705882353,0.7586206896551724,0.7333333333333333,0.6351351351351351,0.46511627906976744,0.7777777777777778
0.55,0.75,0.7058823529411765,0.7471264367816092,0.5833333333333334,0.5135135135135135,0.6046511627906976,0.6666666666666666
0.65,0.8333333333333334,0.7647058823529411,0.6896551724137931,0.8,0.7162162162162162,0.5232558139534884,0.9444444444444444
0.8,0.8333333333333334,0.6470588235294118,0.7586206896551724,0.75,0.6081081081081081,0.5,0.9444444444444444
0.85,1,0.5,0.6666666666666666,0.6333333333333333,0.5405405405405406,0.5581395348837209,0.6111111111111112
1,1,0.5588235294117647,0.8735632183908046,0.6,0.5945945945945946,0.5697674418604651,0.7777777777777778
0.45,0.4166666666666667,0.5,0.735632183908046,0.5333333333333333,0.44594594594594594,0.43023255813953487,0.3888888888888889
0.5,0.5833333333333334,0.4117647058823529,0.7816091954022989,0.75,0.6216216216216216,0.5348837209302325,0.6111111111111112
0.35,0.75,0.6764705882352942,0.6666666666666666,0.6333333333333333,0.6486486486486487,0.5930232558139535,0.8888888888888888
0.8,0.8333333333333334,0.4117647058823529,0.8160919540229885,0.7166666666666667,0.6756756756756757,0.6395348837209303,0.4444444444444444
0.55,1,0.38235294117647056,0.8045977011494253,0.6666666666666666,0.5945945945945946,0.4418604651162791,0.4444444444444444
0.6,0.5833333333333334,0.8235294117647058,0.632183908045977,0.5833333333333334,0.5405405405405406,0.7325581395348837,0.5
0.65,0.8333333333333334,0.5882352941176471,0.6781609195402298,0.6,0.581081081081081,0.6627906976744186,0.7777777777777778
0.65,0.5833333333333334,0.5588235294117647,0.7471264367816092,0.65,0.7162162162162162,0.5232558139534884,0.6666666666666666
0.85,0.9166666666666666,0.8235294117647058,0.7701149425287356,0.55,0.5675675675675675,0.5348837209302325,0.7777777777777778
0.8,0.8333333333333334,0.6176470588235294,0.7701149425287356,0.5833333333333334,0.6351351351351351,0.5232558139534884,0.5555555555555556
0.6,0.75,0.5882352941176471,0.7471264367816092,0.55,0.5675675675675675,0.5348837209302325,0.8333333333333334
0.7,0.75,0.5294117647058824,0.7586206896551724,0.6333333333333333,0.527027027027027,0.5813953488372093,0.6666666666666666
0.75,0.5833333333333334,0.7058823529411765,0.7471264367816092,0.6333333333333333,0.6621621621621622,0.5348837209302325,0.7222222222222222
0.8,0.75,0.6470588235294118,0.6551724137931034,0.6,0.7837837837837838,0.5465116279069767,0.7222222222222222
0.75,0.9166666666666666,0.6470588235294118,0.7931034482758621,0.5666666666666667,0.4594594594594595,0.5348837209302325,0.6111111111111112
0.85,0.75,0.7647058823529411,0.7471264367816092,0.85,0.527027027027027,0.5697674418604651,0.5555555555555556
0.85,0.5833333333333334,0.4411764705882353,0.7471264367816092,0.8,0.7702702702702703,0.6162790697674418,0.6666666666666666
0.6,0.8333333333333334,0.6470588235294118,0.7011494252873564,0.5,0.5945945945945946,0.6395348837209303,0.6111111111111112
0.45,0.5,0.5882352941176471,0.8275862068965517,0.6666666666666666,0.5405405405405406,0.4883720930232558,0.8888888888888888
0.45,0.8333333333333334,0.7058823529411765,0.5862068965517241,0.5833333333333334,0.6756756756756757,0.5,0.6111111111111112
0.5,0.5833333333333334,0.4411764705882353,0.7816091954022989,0.7166666666666667,0.5675675675675675,0.5465116279069767,0.7777777777777778
0.7,0.5833333333333334,0.7058823529411765,0.7471264367816092,0.65,0.7162162162162162,0.5116279069767442,0.5
0.6,0.75,0.6764705882352942,0.7241379310344828,0.6,0.6081081081081081,0.4883720930232558,0.5
0.5,0.4166666666666667,0.5294117647058824,0.7816091954022989,0.7,0.5675675675675675,0.5348837209302325,0.4444444444444444
0.55,0.5,0.4117647058823529,0.735632183908046,0.7333333333333333,0.5540540540540541,0.45348837209302323,0.2777777777777778
0.55,0.6666666666666666,0.5588235294117647,0.7126436781609196,0.7166666666666667,0.47297297297297297,0.6511627906976745,0.16666666666666666
0.6,0.4166666666666667,0.4411764705882353,0.5402298850574713,0.6666666666666666,0.6486486486486487,0.6162790697674418,0.16666666666666666
0.7,0.25,0.5882352941176471,0.7816091954022989,0.6,0.3783783783783784,0.5697674418604651,0.2222222222222222
0.65,0.6666666666666666,0.6176470588235294,0.6436781609195402,0.5833333333333334,0.6081081081081081,0.5348837209302325,0.6666666666666666
0.45,0.8333333333333334,0.4411764705882353,0.7471264367816092,0.65,0.6351351351351351,0.6627906976744186,0.6666666666666666
0.9,0.9166666666666666,0.7352941176470589,0.6781609195402298,0.5333333333333333,0.7027027027027027,0.5813953488372093,0.5
0.8,0.6666666666666666,0.7647058823529411,0.6666666666666666,0.5666666666666667,0.47297297297297297,0.5813953488372093,0.8333333333333334
0.85,0.8333333333333334,0.7352941176470589,0.7241379310344828,0.7166666666666667,0.5540540540540541,0.6744186046511628,0.5555555555555556
0.8,0.8333333333333334,0.4117647058823529,0.8275862068965517,0.6666666666666666,0.4594594594594595,0.5930232558139535,0.7222222222222222
0.75,0.8333333333333334,0.6764705882352942,0.7241379310344828,0.65,0.6081081081081081,0.5697674418604651,0.7222222222222222
0.45,0.8333333333333334,0.6470588235294118,0.7701149425287356,0.5166666666666667,0.5405405405405406,0.686046511627907,0.6111111111111112
0.85,0.3333333333333333,0.5882352941176471,0.7126436781609196,0.7,0.6081081081081081,0.7093023255813954,0.5
0.55,0.75,0.6764705882352942,0.6551724137931034,0.7,0.7027027027027027,0.5465116279069767,0.8333333333333334
0.75,0.8333333333333334,0.5,0.7816091954022989,0.5666666666666667,0.5675675675675675,0.5930232558139535,0.9444444444444444
0.6,0.75,0.5,0.8505747126436781,0.7,0.5540540540540541,0.6395348837209303,0.8333333333333334
0.4,0.6666666666666666,0.47058823529411764,0.7471264367816092,0.7333333333333333,0.6486486486486487,0.6395348837209303,0.5
0.35,0.75,0.6176470588235294,0.7241379310344828,0.7,0.6891891891891891,0.5581395348837209,0.6666666666666666
0.35,0.5833333333333334,0.6470588235294118,0.6781609195402298,0.75,0.4594594594594595,0.5348837209302325,0.6111111111111112
0.5,1,0.5588235294117647,0.7471264367816092,0.6166666666666667,0.8108108108108109,0.6627906976744186,0.7777777777777778
0.8,0.5,0.8235294117647058,0.7471264367816092,0.8166666666666667,0.7027027027027027,0.5697674418604651,0.8888888888888888
0.6,0.75,0.8235294117647058,0.7931034482758621,0.8166666666666667,0.5675675675675675,0.6046511627906976,0.7222222222222222
0.75,1,0.47058823529411764,0.7471264367816092,0.55,0.8243243243243243,0.5232558139534884,0.7777777777777778
0.5,0.5833333333333334,0.8823529411764706,0.7701149425287356,0.6833333333333333,0.5,0.5697674418604651,0.8888888888888888
0.55,0.8333333333333334,0.5588235294117647,0.7586206896551724,0.65,0.7027027027027027,0.5,0.5
0.7,0.75,0.7352941176470589,0.735632183908046,0.6333333333333333,0.5675675675675675,0.6395348837209303,0.8888888888888888
0.7,0.5833333333333334,0.6764705882352942,0.7241379310344828,0.5833333333333334,0.6621621621621622,0.5,0.7222222222222222
0.5,0.6666666666666666,0.7352941176470589,0.8160919540229885,0.65,0.4189189189189189,0.6046511627906976,0.4444444444444444
0.55,0.3333333333333333,0.5294117647058824,0.6781609195402298,0.6833333333333333,0.7432432432432432,0.6395348837209303,0.5555555555555556
0.4,0.5833333333333334,0.5588235294117647,0.7586206896551724,0.7666666666666667,0.5135135135135135,0.5348837209302325,0.3888888888888889
0.65,0.6666666666666666,0.4411764705882353,0.7931034482758621,0.5833333333333334,0.6756756756756757,0.4418604651162791,0.5
0.5,0.75,0.7352941176470589,0.632183908045977,0.6,0.527027027027027,0.5232558139534884,0.7222222222222222
0.6,0.8333333333333334,0.7352941176470589,0.7011494252873564,0.5666666666666667,0.5540540540540541,0.686046511627907,0.7777777777777778
0.45,0.8333333333333334,0.5294117647058824,0.7126436781609196,0.8,0.5405405405405406,0.6395348837209303,0.6111111111111112
0.6,0.75,0.7647058823529411,0.7586206896551724,0.65,0.5675675675675675,0.627906976744186,0.6111111111111112
0.3,0.3333333333333333,0.7647058823529411,0.7011494252873564,0.55,0.6351351351351351,0.6395348837209303,0.6666666666666666
0.35,0.5833333333333334,0.35294117647058826,0.7471264367816092,0.6833333333333333,0.6486486486486487,0.36046511627906974,0.7222222222222222
0.55,0.75,0.5,0.6781609195402298,0.6166666666666667,0.7162162162162162,0.47674418604651164,0.7222222222222222
0.55,1,0.7941176470588235,0.7471264367816092,0.8,0.581081081081081,0.4883720930232558,0.6111111111111112
0.45,0.5833333333333334,0.47058823529411764,0.7011494252873564,0.5666666666666667,0.5945945945945946,0.5348837209302325,0.6666666666666666
0.55,0.5,0.8823529411764706,0.7931034482758621,0.65,0.5945945945945946,0.6627906976744186,0.5
0.65,1,0.47058823529411764,0.735632183908046,0.6166666666666667,0.6486486486486487,0.5348837209302325,0.6111111111111112
0.6,0.6666666666666666,0.5882352941176471,0.7471264367816092,0.7,0.5675675675675675,0.6511627906976745,0.5555555555555556
0.55,0.75,0.6470588235294118,0.6551724137931034,0.6,0.7702702702702703,0.43023255813953487,0.6111111111111112
0.55,0.75,0.5294117647058824,0.7816091954022989,0.6166666666666667,0.5135135135135135,0.6744186046511628,0.6666666666666666
0.4,0.8333333333333334,0.5882352941176471,0.7701149425287356,0.6833333333333333,0.44594594594594594,0.6976744186046512,0.6111111111111112
0.6,0.8333333333333334,0.6176470588235294,0.7701149425287356,0.7833333333333333,0.7702702702702703,0.6162790697674418,0.6111111111111112
0.75,0.6666666666666666,0.7352941176470589,0.6551724137931034,0.6666666666666666,0.8108108108108109,0.5581395348837209,0.7222222222222222
0.5,0.8333333333333334,0.6470588235294118,0.9080459770114943,0.5333333333333333,0.4594594594594595,0.5232558139534884,0.6111111111111112
0.65,0.5,0.4117647058823529,0.5402298850574713,0.8333333333333334,0.7162162162162162,0.5813953488372093,0.4444444444444444
0.4,0.6666666666666666,0.5588235294117647,0.8045977011494253,0.7333333333333333,0.5,0.5813953488372093,0.6111111111111112
0.85,0.6666666666666666,0.47058823529411764,0.7241379310344828,0.7,0.6621621621621622,0.45348837209302323,0.8333333333333334
0.75,1,0.5294117647058824,0.8505747126436781,0.75,0.7972972972972973,0.5116279069767442,0.5555555555555556
0.7,0.9166666666666666,0.47058823529411764,0.8620689655172413,0.6166666666666667,0.581081081081081,0.5813953488372093,0.3888888888888889
0.8,0.75,0.5882352941176471,0.7471264367816092,0.7,0.6756756756756757,0.5813953488372093,0.5
0.7,0.5833333333333334,0.7941176470588235,0.7126436781609196,0.8166666666666667,0.6351351351351351,0.5116279069767442,0.7222222222222222
0.45,0.75,0.5882352941176471,0.6551724137931034,0.7666666666666667,0.6486486486486487,0.5813953488372093,0.5
0.5,0.8333333333333334,0.6470588235294118,0.8275862068965517,0.7,0.5945945945945946,0.6162790697674418,0.5555555555555556
0.6,0.75,0.47058823529411764,0.6666666666666666,0.8333333333333334,0.527027027027027,0.6395348837209303,0.7222222222222222
0.5,0.75,0.5294117647058824,0.7816091954022989,0.8,0.7162162162162162,0.5116279069767442,0.6111111111111112
0.65,0.75,0.8529411764705882,0.6091954022988506,0.5833333333333334,0.6486486486486487,0.5813953488372093,0.7777777777777778
0.45,0.75,0.5882352941176471,0.6896551724137931,0.65,0.6216216216216216,0.6046511627906976,0.7222222222222222
0.45,0.75,0.6176470588235294,0.7126436781609196,0.6,0.7297297297297297,0.6395348837209303,0.8888888888888888
0.45,0.6666666666666666,0.5,0.6781609195402298,0.65,0.6351351351351351,0.4883720930232558,0.6666666666666666
0.55,0.9166666666666666,0.7058823529411765,0.7011494252873564,0.65,0.5540540540540541,0.6395348837209303,0.8888888888888888
0.55,0.8333333333333334,0.8235294117647058,0.8390804597701149,0.6166666666666667,0.6486486486486487,0.627906976744186,0.9444444444444444
0.8,0.8333333333333334,0.5,0.8045977011494253,0.7333333333333333,0.6891891891891891,0.5,0.7222222222222222
0.5,0.75,0.7352941176470589,0.8505747126436781,0.8,0.5405405405405406,0.6046511627906976,0.6666666666666666
0.6,0.5833333333333334,0.5588235294117647,0.6436781609195402,0.6833333333333333,0.6216216216216216,0.4883720930232558,0.3888888888888889
0.85,0.8333333333333334,0.5294117647058824,0.7126436781609196,0.7666666666666667,0.581081081081081,0.4186046511627907,0.5
0.5,0.8333333333333334,0.7941176470588235,0.7816091954022989,0.6666666666666666,0.7297297297297297,0.6511627906976745,0.5555555555555556
0.7,0.9166666666666666,0.5294117647058824,0.6091954022988506,0.6166666666666667,0.5675675675675675,0.5116279069767442,0.7777777777777778
0.55,0.5833333333333334,0.7352941176470589,0.7126436781609196,0.7333333333333333,0.5540540540540541,0.4883720930232558,0.6111111111111112
0.8,0.6666666666666666,0.5588235294117647,0.5747126436781609,0.6166666666666667,0.581081081081081,0.7209302325581395,0.8888888888888888
0.65,0.9166666666666666,0.5588235294117647,0.735632183908046,0.6166666666666667,0.5405405405405406,0.5697674418604651,0.8333333333333334
0.75,0.5833333333333334,0.5882352941176471,0.7701149425287356,0.7833333333333333,0.6486486486486487,0.5232558139534884,0.8333333333333334
0.9,0.5,0.5294117647058824,0.735632183908046,0.5833333333333334,0.5135135135135135,0.686046511627907,0.6666666666666666
0.65,0.5,0.6470588235294118,0.6896551724137931,0.65,0.7567567567567568,0.5232558139534884,0.8333333333333334
0.8,0.9166666666666666,0.6764705882352942,0.7816091954022989,0.7166666666666667,0.43243243243243246,0.5697674418604651,0.8888888888888888
1,0.75,0.6470588235294118,0.8045977011494253,0.6,0.47297297297297297,0.6976744186046512,0.7777777777777778
0.85,0.8333333333333334,0.6176470588235294,0.6666666666666666,0.8333333333333334,0.5945945945945946,0.4883720930232558,0.7777777777777778
0.8,0.5833333333333334,0.5588235294117647,0.6781609195402298,0.7,0.6756756756756757,0.5,0.3888888888888889
0.7,0.5833333333333334,0.5882352941176471,0.8160919540229885,0.6833333333333333,0.5405405405405406,0.5697674418604651,0.6111111111111112
0.75,0.75,0.5882352941176471,0.6896551724137931,0.65,0.4594594594594595,0.6395348837209303,0.4444444444444444
0.75,0.9166666666666666,0.7352941176470589,0.8850574712643678,0.6833333333333333,0.581081081081081,0.5581395348837209,0.6666666666666666
0.9,0.5833333333333334,0.47058823529411764,0.6781609195402298,0.7166666666666667,0.7702702702702703,0.6511627906976745,0.7222222222222222
0.65,0.4166666666666667,0.35294117647058826,0.7011494252873564,0.7333333333333333,0.7162162162162162,0.627906976744186,0.7777777777777778
0.45,0.8333333333333334,0.6176470588235294,0.7701149425287356,0.7,0.5135135135135135,0.5232558139534884,0.6111111111111112
0.4,0.75,0.5588235294117647,0.7701149425287356,0.55,0.7567567567567568,0.5,0.6111111111111112
0.6,0.9166666666666666,0.7058823529411765,0.6781609195402298,0.65,0.5945945945945946,0.4883720930232558,0.6111111111111112
0.6,1,0.5588235294117647,0.7471264367816092,0.6,0.6216216216216216,0.5348837209302325,0.7222222222222222
0.75,0.75,0.5,0.735632183908046,0.7833333333333333,0.5540540540540541,0.4418604651162791,0.7222222222222222
0.65,0.4166666666666667,0.6470588235294118,0.6781609195402298,0.6833333333333333,0.6216216216216216,0.5348837209302325,0.5555555555555556
0.7,0.8333333333333334,0.5882352941176471,0.8045977011494253,0.65,0.581081081081081,0.627906976744186,0.4444444444444444
0.5,0.8333333333333334,0.5588235294117647,0.8045977011494253,0.6,0.7297297297297297,0.3953488372093023,0.7777777777777778
0.85,0.75,0.5882352941176471,0.6436781609195402,0.5833333333333334,0.6351351351351351,0.6162790697674418,0.6666666666666666
0.8,0.8333333333333334,0.4117647058823529,0.7241379310344828,0.7333333333333333,0.6081081081081081,0.5697674418604651,0.6111111111111112
0.8,0.75,0.7352941176470589,0.735632183908046,0.8166666666666667,0.581081081081081,0.5465116279069767,0.4444444444444444
0.9,0.9166666666666666,0.6176470588235294,0.5977011494252874,0.5666666666666667,0.5405405405405406,0.6744186046511628,0.5555555555555556
0.5,0.8333333333333334,0.6470588235294118,0.7126436781609196,0.6666666666666666,0.581081081081081,0.5465116279069767,0.7777777777777778
0.7,0.8333333333333334,0.6764705882352942,0.7701149425287356,0.6166666666666667,0.527027027027027,0.6395348837209303,0.6666666666666666
0.65,0.5,0.5882352941176471,0.8045977011494253,0.7166666666666667,0.581081081081081,0.5930232558139535,0.5
0.65,0.6666666666666666,0.5588235294117647,0.7126436781609196,0.5833333333333334,0.5675675675675675,0.5116279069767442,0.7222222222222222
0.6,0.3333333333333333,0.5882352941176471,0.7586206896551724,0.6166666666666667,0.6486486486486487,0.6162790697674418,0.5555555555555556
0.5,0.8333333333333334,0.7647058823529411,0.7816091954022989,0.6166666666666667,0.6351351351351351,0.47674418604651164,0.5
0.7,0.4166666666666667,0.4411764705882353,0.5632183908045977,0.65,0.5675675675675675,0.6744186046511628,0.7777777777777778
0.65,0.6666666666666666,0.5882352941176471,0.7241379310344828,0.7333333333333333,0.527027027027027,0.47674418604651164,0.6666666666666666
0.45,0.8333333333333334,0.6176470588235294,0.7816091954022989,0.6833333333333333,0.47297297297297297,0.5232558139534884,0.5
0.65,0.6666666666666666,0.6764705882352942,0.735632183908046,0.8666666666666667,0.6756756756756757,0.6162790697674418,0.6666666666666666
0.8,0.6666666666666666,0.6764705882352942,0.6091954022988506,0.6,0.6216216216216216,0.5348837209302325,0.4444444444444444
0.65,0.5,0.35294117647058826,0.7931034482758621,0.6333333333333333,0.7027027027027027,0.6395348837209303,0.7777777777777778
0.75,0.5,0.35294117647058826,0.7586206896551724,0.7833333333333333,0.6486486486486487,0.6046511627906976,0.6111111111111112
0.75,0.8333333333333334,0.38235294117647056,0.632183908045977,0.7166666666666667,0.6216216216216216,0.5581395348837209,0.7222222222222222
0.6,0.6666666666666666,0.47058823529411764,0.7816091954022989,0.55,0.6621621621621622,0.5581395348837209,0.7222222222222222
0.75,0.75,0.7352941176470589,0.6436781609195402,0.6333333333333333,0.7162162162162162,0.5465116279069767,0.6666666666666666
0.55,0.75,0.5588235294117647,0.735632183908046,0.6833333333333333,0.5675675675675675,0.627906976744186,0.6666666666666666
0.75,0.9166666666666666,0.6470588235294118,0.7011494252873564,0.65,0.7162162162162162,0.5465116279069767,0.5555555555555556
0.65,0.75,0.7058823529411765,0.6436781609195402,0.75,0.6216216216216216,0.5813953488372093,0.7222222222222222
0.6,0.75,0.7058823529411765,0.6091954022988506,0.8166666666666667,0.5675675675675675,0.4069767441860465,0.8333333333333334
0.65,0.8333333333333334,0.7647058823529411,0.5057471264367817,0.7333333333333333,0.4864864864864865,0.3953488372093023,0.8333333333333334
0.7,0.8333333333333334,0.47058823529411764,0.7931034482758621,0.6833333333333333,0.7702702702702703,0.6627906976744186,0.8888888888888888
0.6,0.5833333333333334,0.6176470588235294,0.7126436781609196,0.65,0.6216216216216216,0.45348837209302323,0.8333333333333334
0.7,0.9166666666666666,0.5294117647058824,0.735632183908046,0.6833333333333333,0.6486486486486487,0.5930232558139535,0.7222222222222222
0.65,0.5833333333333334,0.7941176470588235,0.735632183908046,0.6833333333333333,0.6756756756756757,0.5697674418604651,0.2777777777777778
0.6,0.5,0.5588235294117647,0.6551724137931034,0.65,0.6081081081081081,0.6744186046511628,0.8333333333333334
0.85,1,0.7058823529411765,0.7241379310344828,0.7166666666666667,0.6756756756756757,0.5116279069767442,0.7222222222222222
0.8,0.6666666666666666,0.7058823529411765,0.6896551724137931,0.6166666666666667,0.527027027027027,0.5116279069767442,0.6666666666666666
0.5,0.9166666666666666,0.47058823529411764,0.735632183908046,0.8166666666666667,0.6621621621621622,0.5813953488372093,0.4444444444444444
0.55,0.6666666666666666,0.29411764705882354,0.8390804597701149,0.55,0.6216216216216216,0.5116279069767442,0.6666666666666666
0.9,0.6666666666666666,0.7941176470588235,0.7471264367816092,0.6666666666666666,0.6216216216216216,0.6046511627906976,0.7777777777777778
0.65,0.9166666666666666,0.6764705882352942,0.6896551724137931,0.5333333333333333,0.581081081081081,0.5232558139534884,0.6111111111111112
0.55,1,0.5588235294117647,0.7931034482758621,0.7,0.6081081081081081,0.6395348837209303,0.6111111111111112
0.6,0.8333333333333334,0.5294117647058824,0.735632183908046,0.6833333333333333,0.6621621621621622,0.5232558139534884,0.6111111111111112
0.65,0.8333333333333334,0.7941176470588235,0.7816091954022989,0.7666666666666667,0.6756756756756757,0.6627906976744186,0.5555555555555556
0.75,0.6666666666666666,0.8235294117647058,0.7816091954022989,0.7,0.5945945945945946,0.4186046511627907,0.7777777777777778
0.65,0.9166666666666666,0.6764705882352942,0.8160919540229885,0.8,0.8108108108108109,0.43023255813953487,0.6666666666666666
0.55,0.6666666666666666,0.7352941176470589,0.8275862068965517,0.7,0.7567567567567568,0.6046511627906976,0.7222222222222222
0.5,1,0.47058823529411764,0.7701149425287356,0.8,0.5945945945945946,0.6162790697674418,0.7777777777777778
0.85,0.9166666666666666,0.7647058823529411,0.7701149425287356,0.8166666666666667,0.6351351351351351,0.6744186046511628,0.5555555555555556
